Title,Image,Range_URL,Range,Range_URL1,Range2,Range3,Range4
"I went to Sweden for 2 weeks and paid for everything with Apple Pay on my watch, didn’t even have to get my phone or cards out of my pocket. Apple Pay is far superior to tap to pay cards or a physical card in general. I have the Apple Card and chase cards, I use the chase cards for everything Apple Pay because the rewards are better. So until Apple makes a card with awesome travel rewards, the big banks don’t have anything major to worry about.",,https://www.youtube.com/@driver8703,"
              @driver8703
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugw7OojfEN2eMZY-TtB4AaABAg,"
            2年前
          ","
    47
  ",8 条回复
Never realised the banks in USA are falling behind in technology like this. In India UPI has made digital wallets irrelevant. Most fintech apps have pivoted towards UPI,,https://www.youtube.com/@utkarsharyan,"
              @utkarsharyan
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgwP8Cufir7eyMVr7jd4AaABAg,"
            2年前
          ","
    78
  ",2 条回复
I have been using Apple Pay since years and I love it a lot. I started using apple credit card yesterday and I absolutely loved it.,,https://www.youtube.com/@davidyolchuyev2905,"
              @davidyolchuyev2905
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugyfp4_30fhlr5grBlt4AaABAg,"
            2年前
          ","
    38
  ",6 条回复
"Walmart: download our app to pay with a tap
Consumers: heck no",,https://www.youtube.com/@jumbomuffin1316,"
              @jumbomuffin1316
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugzvgw7DKuTIKOK3R9Z4AaABAg,"
            6个月前
          ","
    11
  ",
"I work in a tube station in London, and over the past 5 years I have first hand seen the amount of Apple Pay and Google Pay users go through the roof. At first it was quite niche, was your mainly tech enthusiasts/youngsters. Nowadays it is genuinely used by the masses. But among the masses is a significant proportion of brain dead people, who leave all their eggs in one basket. You'll be amazed at the amount of people who leave their house, with all their access to funds purely on their phones. While yes it's convenient, what happens when your battery dies?  You stuck. If you lose your phone ? You stuck. If you get pickpocketed ? You stuck.If the payment systems are down ? You stuck. Moral of the story, any wise person will always carry more than one form of payment.",,https://www.youtube.com/@amirdiabe,"
              @amirdiabe
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgzMuDPTIuLcTkGc1RZ4AaABAg,"
            2年前
          ","
    13
  ",3 条回复
"In Thailand, one does not need a 'digital wallet' or a card.

One opens the banking app on one's phone and there is a scan option. One scans the vendor's QR code, which the vendor displays at the counter.

The QR code is the vendor's bank account which is scanned into banking app on one's phone.

Key in the amount, press OK and the amount is paid into the vendor's bank account.

No need for digital wallets eg Apple Pay etc.

I don't understand why the US  uses digital wallet when one can simply transfer from one bank account to another bank account on the phone.",,https://www.youtube.com/@somluck2813,"
              @somluck2813
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgygnjiHFgp8s1s_9fR4AaABAg,"
            1个月前
          ","
    1
  ",
"Back in about 2015 or 2016, I remember being surprised that Apple Pay still didn't takeoff as much as I thought it would. When they announced it at WWDC 2014 I was sure it was going to be a game-changer that was going to succeed specifically since it is built directly into the iPhone. But my goodness, did the pandemic in 2020 really make this thing suddenly take off, with consumers being afraid to increase physical contact by swapping cards between people. 

I believe we're now in a era where Apple Pay is too big to fail, since 2020 showed people how quick in effortless it is to just which out your phone and hover it over a display for 2 seconds in comparison to digging into you pocket or purse, finding your card, pulling it out, entering it into the terminal, and doing everything in reverse once completed.",https://yt3.ggpht.com/ytc/AIdro_nLmppRmdeNoMVMDeE4MQm1u_PruVWx6i09JiBEadA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@javianjohnson8746,"
              @javianjohnson8746
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgzivWMPMfcJtOUIy5d4AaABAg,"
            2年前（修改过）
          ","
    42
  ",3 条回复
"The Apple Pay system and its lookalikes only emerged due to the ignorant inefficiencies of banks. They existed to fill a space and now banks are crying foul. It's always a pain to depend on banks to do the right thing, in context, and that's why consumers seek other legitimate and simpler solutions.",https://yt3.ggpht.com/ytc/AIdro_n-eAzKfuRhAmyFKrHEoJwkUuJ460RUJS0XYD1sJFPhs3U=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@adebiyial,"
              @adebiyial
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgxPfYAyARMHnfIBnrB4AaABAg,"
            2年前
          ","
    22
  ",
"Very odd story, considering most of Europe has been contactless for longer than we have. 
Also, you’re forgetting one important point: Chase quite literally helped develop Apple Pay",https://yt3.ggpht.com/ytc/AIdro_lYfe41V5pl6mtfCt5tTb9FDsuM9GLI6L90nf4YeHY=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@shaprepenr,"
              @shaprepenr
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugw-LprrbD5qZ0HRnrF4AaABAg,"
            1年前
          ","
    43
  ",
"I was in europe (The Netherlands and Germany) a few weeks ago and I got blown away by the amount of contactless payment that people used. I live in Brazil and here we have all it takes for this payment to take off, but somewhow people still preffer to use a card instead of a digital wallet. I have never thought to acquire a smartwatch but seeing people paying their bills through a smartwatch is definitely something i dont get to see on daily basis",,https://www.youtube.com/@rafaelfranca2212,"
              @rafaelfranca2212
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgwuA0jIlKlhvyNf-ix4AaABAg,"
            1年前
          ","
    8
  ",
I still find it fascinating that American Banks are still so behind technologically. South African banks are so ahead of the curve,,https://www.youtube.com/@sisandamgedezi2270,"
              @sisandamgedezi2270
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugwpaxp2TFfQtL_ktHZ4AaABAg,"
            2年前
          ","
    46
  ",15 条回复
Walmart is so annoying not having Apple Pay available,,https://www.youtube.com/@lauren0007,"
              @lauren0007
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgxT4y2pTEJPXYt2fx94AaABAg,"
            1年前（修改过）
          ","
    4
  ",
I think this is also one of the major reasons why Apple is so interested in vehicles and particularly making them self driving.   Vehicle financing and potentially uninterrupted screen time.,,https://www.youtube.com/@james45478,"
              @james45478
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugwgx4xJ5HrDjQP6hSR4AaABAg,"
            2年前
          ","
    39
  ",2 条回复
I HATE that Walmart and Lowe’s do not have Apple Pay.,,https://www.youtube.com/@benjaminlehman3221,"
              @benjaminlehman3221
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgyJ0lybHSuaoULf-l54AaABAg,"
            1年前
          ","
    6
  ",2 条回复
"Yeah, the fewer physical items I have to carry around the better. If I can stop carrying my wallet, I'm ALL FOR IT. I think what traditional banks and credit cards need to do is emphasize you can use their digital cards on your phone too.",,https://www.youtube.com/@NovelNovelist,"
              @NovelNovelist
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgxBK5AzRcRv0KJGzzl4AaABAg,"
            2年前
          ","
    18
  ",3 条回复
Compare this with what India has done with UPI and you will know how far ahead the developing world is moving,,https://www.youtube.com/@carpediem4603,"
              @carpediem4603
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgzjyASi-Hi7jhbCPWF4AaABAg&pp=0gcJCSMANpG00pGi,"
            2年前
          ","
    40
  ",1 条回复
"The convenience of Apple Pay cannot be understated!
In person: carry all of your cards without any physical bulk of a wallet.
Online: super quick and no need to look back and forth at your card number",,https://www.youtube.com/@Jay_CW,"
              @Jay_CW
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgzcNjs7d1LHq5RRxlJ4AaABAg,"
            2年前
          ","
    29
  ",8 条回复
"I always forget how far behind the states actually are, in the UK (and many other places in the world) tap to pay cards and Apple Pay/Google Pay is something that's accepted everywhere and is weird when somewhere doesn't accept it.
Edit: this has been the norm for almost a decade",,https://www.youtube.com/@cl0uds-6-6-6,"
              @cl0uds-6-6-6
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgzxJdm1azPq6eAwYCt4AaABAg,"
            2年前（修改过）
          ","
    48
  ",2 条回复
"Good luck to the banks. It's about convenience, and implementation. It's about getting out of gym, work etc. not having to carry your wallet, search in your pockets for it. Signing onto an email, or anything requiring more than a tap is going backwards. Furthermore, you also get a slew of information in the wallet app. The enemy of my enemy, if my friend.",,https://www.youtube.com/@junitolopez3762,"
              @junitolopez3762
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugy8mmFMBsm-NAQas4B4AaABAg&pp=0gcJCSMANpG00pGi,"
            2年前
          ","
    30
  ",1 条回复
Apple Pay is more secure and practical than using physical cards. Thanks Apple!,,https://www.youtube.com/@LucasBatistussi,"
              @LucasBatistussi
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgwoEI_x7eLcW1BO3f14AaABAg,"
            1年前
          ","
    3
  ",
"In India we have UPI system where one can transfer money from you wallet/bank account to the recipient. Without any cost to the consumer. The banks are not having any problem, they have released their own version of the system. Only problem will be caused to the credit card companies. Because the their marketshare have decreased due to the system.",,https://www.youtube.com/@shankarsivan278,"
              @shankarsivan278
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugy9OVGERJ8ZBmIeu7x4AaABAg,"
            2年前
          ","
    10
  ",2 条回复
"I believe that it's a good thing to make an experience more customer friendly. & Paypal + ApplePay have improved the system, now banking companies are forced to follow in their footsteps or get left behind. Perhaps they should come up with innovative, client-friendly ways that make them stand out as the better option too",,https://www.youtube.com/@StarBoundFables,"
              @StarBoundFables
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgwPeWUvv49YqsrlKxJ4AaABAg,"
            2年前
          ","
    18
  ",
"These payment apps are really nice to use, and actually show me my money usage. This is very helpful, and something I wish my current bank would do. 
I'm just worried how these apps use our transaction data. Yes, they 'say' that don't do that. But I can't shake the feeling that they are using my data for something else.",,https://www.youtube.com/@Burnlit1337,"
              @Burnlit1337
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugx8h3OD4Ide4w7AlTl4AaABAg,"
            2年前
          ","
    108
  ",6 条回复
"As much as I hate the current Financial System, I would rather give my money to a Bank than Apple.
Apple being the front end makes sense, But Apple overtaking the backend is a nightmare.",,https://www.youtube.com/@ZOCCOK,"
              @ZOCCOK
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugz0QzMunu-W8gxFf1B4AaABAg,"
            6个月前
          ","
    2
  ",
We have had tap (contactless) payments in Canada well before Apple Pay. Basically US banks and consumers were behind the times and Apple saw an opportunity.,,https://www.youtube.com/@bradlevantis913,"
              @bradlevantis913
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgyEWwe-4hGQXm9aWB54AaABAg,"
            2年前
          ","
    15
  ",
In India we have a unified payment interface or UPI. No need to even have a debit or credit card. No hidden charges. Just directly pay from your bank account to merchant’s bank account.,,https://www.youtube.com/@AdhiNarayananYR,"
              @AdhiNarayananYR
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgweESVEcJykxj_3bZl4AaABAg,"
            2年前
          ","
    10
  ",5 条回复
Your advice has been a game-changer for me. I followed your strategy and got 10 out of 12 - a personal best! Your guidance has given me the confidence to keep pushing forward. Thank you,https://yt3.ggpht.com/ytc/AIdro_nBDeZ9mqdIFB9ZVjY1L_Zestnzoo5Sf1l4wqCS9M9x7GOn4Ieia6TOKEF-97zhMtLXgw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@CordeliaSimon,"
              @CordeliaSimon
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugzlddk2joIsX9GJW3B4AaABAg&pp=0gcJCSMANpG00pGi,"
            7个月前
          ","
    3
  ",
"Wall Street Journal, please slightly raise the volume, i can't hear the audio well with my phone speakers near maximum",https://yt3.ggpht.com/ytc/AIdro_kFfLuMhEJUdhnescqn58C1Cw3WpTfiLc63Btd3W9k=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@gchwee83,"
              @gchwee83
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugx47sI93jFug1iSlQ54AaABAg,"
            1年前
          ","
    4
  ",
"About the current bank situation, I'm really concerned. I am worried about a lot more if a bank the size of SVB may fail. I have a friend who manages a fast-growing startup and was severely impacted by the bank run. I have taken more than $840k out of my bank. Since the FDIC only provides coverage up to $250K, an implosion could have negative consequences. presently want to invest in the stock market. Does anyone have any ideas on how I might proceed?Read more",https://yt3.ggpht.com/00yM5hKmPLt-6eMwN667vpGd1Vr3dCU9OaR-68qI3bRyuDLe1ez0qrd0M9W7VIRTx9IJ6eZq=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Raymondjohn2,"
              @Raymondjohn2
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgyV2p_TCvCV_UgEGUZ4AaABAg,"
            2年前
          ","
    662
  ",13 条回复
"Ever since I’ve understood how Suica and PASMO work in Japan, I’ve started seeing how Apple Pay can cause major problems down the road.",https://yt3.ggpht.com/ytc/AIdro_nA_cxQbEwwkc2r9B_oUFkWvbCCt6ptMS8amr82RhR2Fw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Blueyzachary,"
              @Blueyzachary
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgzhxtvoTPzH4d1N-k14AaABAg&pp=0gcJCSMANpG00pGi,"
            1年前
          ","
    2
  ",
"Opening the Apple Card was the best decision I ever made. It reflects your balance timely, which means you can pay it off right away. Cash back shows in a minute after purchasing and be ready to use. My Chase card is just stupid 
Edit: My Chase card is for beginners, so I understand it will not give much rewards compared to the Sapphire one. I didn't have a credit score back then. However, within 2 years using both Apple card and Chase, Chase didn't raise my credit balance while Apple (Goldman Sach actually) raised my balance twice, and I have 750+ credit score.",,https://www.youtube.com/@atd4074,"
              @atd4074
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgwWNPFIQQ8ReRgiPYJ4AaABAg,"
            2年前（修改过）
          ","
    95
  ",13 条回复
"Apple Pay is not a “digital wallet”… Apple wallet is a wallet, Apple Pay is just a way of adding your bank card to Apple wallet.",,https://www.youtube.com/@Dada228822,"
              @Dada228822
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgwaHY53NBjjKWB6CFV4AaABAg,"
            2年前
          ","
    2
  ",
The Apple experience is so much better,,https://www.youtube.com/@hridoyabdullah5133,"
              @hridoyabdullah5133
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgwfgFEMXLWt_4tb_vR4AaABAg,"
            2年前
          ","
    5
  ",
"We've had contactless cards in Europe for years. I've never had to swipe my card, and I only use chip and pin for large transactions. Apple wallet basically just feels like a contactless card secured within your phone, with an added layer of security as they mask your details and send over a one use digital card instead",,https://www.youtube.com/@FullaEels,"
              @FullaEels
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgyXZPTmvgDhziuZCEh4AaABAg,"
            1年前
          ","
    4
  ",
"The constant improvements in convenience and instances I can use Apple Pay for purchases makes me want to use it. I originally was against it, but having to input my card info all the time got tiring as opposed to scanning my face and paying.",,https://www.youtube.com/@scpdatabase69420,"
              @scpdatabase69420
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugy2Aj8XSJYSWkMA7Tl4AaABAg,"
            2年前
          ","
    7
  ",
You should have put in the title that this solely applies to the USA and Apple. I was interested in how this worked for Google and Samsung Pay in non-backward nations.,,https://www.youtube.com/@RokeJulianLockhart.s13ouq,"
              @RokeJulianLockhart.s13ouq
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugw9Q0qBxptTYCnLOEh4AaABAg,"
            9个月前
          ","
    2
  ",
It’s not just Apple Pay. Google Pay is also convenient. Also the fact that we can pay using our Smart Watches using Apple Pay or Google Pay instead of using a card or my phone makes it so much easier when we are rushing around.,,https://www.youtube.com/@billtang79,"
              @billtang79
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgyqfVTvCe5HxNNaf3d4AaABAg,"
            2年前
          ","
    12
  ",
Apple Pay is plain and simple a much better customer experience than rooting around for the right credit card.,,https://www.youtube.com/@3lue0cean,"
              @3lue0cean
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgzOJ11WK2hiYkwiMIx4AaABAg&pp=0gcJCSMANpG00pGi,"
            2年前
          ","
    2
  ",
Apple Pay is also super secure so I rarely use my card/card info now,,https://www.youtube.com/@christianjohnson8036,"
              @christianjohnson8036
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgxQFcpr57W7BHbUaNp4AaABAg,"
            2年前
          ","
    8
  ",1 条回复
Who buys coffee with a credit card?,,https://www.youtube.com/@bradavon,"
              @bradavon
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgxhtqxQSapP6h3f7st4AaABAg,"
            1年前
          ","
    1
  ",
"This is good for competition and spurs innovation. If it wasn’t for Apple Pay, tap to pay in the US would have never taken off because banks have no reason to improve the checkout process.

Also people should recognize that Apple has put billions of dollars behind the hardware to make this all possible and to slowly chip away at the dominance the banks had.",,https://www.youtube.com/@Dfgbuiiyyyybb,"
              @Dfgbuiiyyyybb
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgwnD6ubr6gsUsTjEs94AaABAg,"
            2年前
          ","
    22
  ",3 条回复
"Strange that seems Big Banks hate on digital wallets, but they choose to accept Apple Pay, so if they don't want to support it, they can always drop support for it so there's my 2 cents.",,https://www.youtube.com/@BSReese93,"
              @BSReese93
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgwrKqRV3qYo-GLPxZZ4AaABAg,"
            1年前
          ","
    1
  ",
Normalize audio please,,https://www.youtube.com/@ArnaudJoakim,"
              @ArnaudJoakim
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgwcK8eFi6yLH-uadEN4AaABAg,"
            2年前
          ","
    4
  ",
People still carry wallets? Did this video come out in 2010?,,https://www.youtube.com/@AppAnswers,"
              @AppAnswers
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgyJ_ycropNp4sZSjE94AaABAg&pp=0gcJCSMANpG00pGi,"
            2年前
          ","
    1
  ",
"I feel so bad for the banks, how will they possibly deal with losing more of their free money ",,https://www.youtube.com/@Vizzi12,"
              @Vizzi12
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgzZk4um6ByxnNRIrR54AaABAg,"
            2年前
          ","
    9
  ",1 条回复
"Hey Emma, could you do a video on trading psychology? I struggle with emotions affecting my decisions.",,https://www.youtube.com/@christophergregory3105,"
              @christophergregory3105
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugz9KwkykoMXdNFwDQZ4AaABAg,"
            6个月前
          ","
    2
  ",
"if the banks want to keep going after customers they already have then the answer is simple, they're going to have to offer more points to payments on their own platform, which apple pay doesn't offer. they'll have to do that (effectively incurring an additional expense) to win back market share. If they want to go after new customers, there are only a LOT of very small ponds they'll have to fish from like what say Bilt is doing.",https://yt3.ggpht.com/ytc/AIdro_noBNuI0f5bx1cDJGE5RZrn1MsAcguvRTt8St-hrr8=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@esgee3829,"
              @esgee3829
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugw1QCt9pxgZioZIa7l4AaABAg,"
            2年前
          ","
    9
  ",
I've been waiting for a return for this series for some years.,https://yt3.ggpht.com/ytc/AIdro_lyqoS4TfpnamRlfXmQZDWe1HE2vNa9DaS9IqHpkKfpyHU=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@LTNye,"
              @LTNye
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgymL-lFvOImBdhKGlR4AaABAg&pp=0gcJCSMANpG00pGi,"
            1年前
          ","
     
  ",
"I've used and loved Apple Pay for years. Not sure how anyone could make it easier to check out online than with using Apple Pay. Don't have to input any of my info, like shipping address, card info etc. And I just hit my power button twice. Done.",https://yt3.ggpht.com/ytc/AIdro_nRGLuxI_YacR6OeSIJtakrCYCl9mvjoCUUFT3pZIQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Naviss,"
              @Naviss
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=Ugz40v-PJ7Ms447gnDd4AaABAg,"
            2年前（修改过）
          ","
    17
  ",
"if memory serves me right, didn't we have tap pay way before NFC payment options on smart phones?",https://yt3.ggpht.com/ytc/AIdro_ky6zpT9caDs5lo2NeNScC1Mo7S06ykomW2-eEM1B4=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@al44300,"
              @al44300
            ",https://www.youtube.com/watch?v=ugjhVHcYbMU&lc=UgxYv-yKbwYDbhBYglV4AaABAg,"
            1年前
          ","
    3
  ",1 条回复
